荧光分子摩根,溶剂摩根,λabs (nm)
0000000000000000000000000000000001000000000000000000001000000000100000000000000010001000000000000000000000001100010000000000000000000000100000000101100000000100000000000000000100000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000011010000000000000000000100000000000010000000000000000000000001010000000000000000000000000000001010000000000000000000000000000001000000000000000000000000100000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000001000000000000010100000000000000000000000000000000000001000000000000000000000000010100000100000000000000000000000000000000000110010000000000000000000000001101000000000100000000010000001000001000000000000000000000000000000000010000000000101000000000000000000000000000100000000000001000000000000000000000000000010000000000000010000000000100001000000000000000000000000010000000000000000000000000000010000000000000000000000000000000000000011000100000000001000,0000000000000000000000000000000001100000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000,633
0000000000000100000000000100000001000000000000001000000000000000100001000000000010000000000000000000000010000000000000000000000000000000100000000000100000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011000000000010100000010000000000000010001010000000000000000001010100000000010000000000000000000010000000100000000000000000010000000000000000000000000001000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000100000000000001000010000000000000001000000000100000000000000000000000000000000000000000000000000000000000000000000010000010100000000010000000000000000000100000000010000000000011000000000000001000000000100000000000000000000001000000000000001100000000100000000010000000000000000000000000000000000000000000000000000001000000000000000000000000010000000000000000000000000000100001000000000000000000000000010000000000000001000000000000000000000000100000000000000000000000000000000000000000100000,0000000000000000000000000000000000000000000000000000000000000000000000000000000010000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,516
0000000000000100000000000100000001000000000000001000000000000000100001000000000010000000000000000000000010000000000000000000000000000000100000000000100000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011000000000010100000010000000000000010001010000000000000000001010100000000010000000000000000000010000000100000000000000000010000000000000000000000000001000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000100000000000001000010000000000000001000000000100000000000000000000000000000000000000000000000000000000000000000000010000010100000000010000000000000000000100000000010000000000011000000000000001000000000100000000000000000000001000000000000001100000000100000000010000000000000000000000000000000000000000000000000000001000000000000000000000000010000000000000000000000000000100001000000000000000000000000010000000000000001000000000000000000000000100000000000000000000000000000000000000000100000,0000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,504
0000000000000100000000000100000001000000000000001000000000000000100001000000000010000000000000000000000010000000000000000000000000000000100000000000100000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011000000000010100000010000000000000010001010000000000000000001010100000000010000000000000000000010000000100000000000000000010000000000000000000000000001000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000100000000000001000010000000000000001000000000100000000000000000000000000000000000000000000000000000000000000000000010000010100000000010000000000000000000100000000010000000000011000000000000001000000000100000000000000000000001000000000000001100000000100000000010000000000000000000000000000000000000000000000000000001000000000000000000000000010000000000000000000000000000100001000000000000000000000000010000000000000001000000000000000000000000100000000000000000000000000000000000000000100000,0000000000000000000000000000000101000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,510
0000000000000100000000000100000001000000000000001000000000000000100001000000000010000000000000000000000000000000000000000000000000000000100000000000100000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100011000000000010100000010000000000000010001010000000000000000001010100000000000000000000001000000010000000100000000100000000010000000000000000000000000001000000000000000000100000000100000000000000000000000000000000000000000000000000000000000000100000000000000000010000000000000001000000010100000000000000000000000000000000000000000000000000000000000000000000010000010100000000010000000000000000000100000000010000000000111000000000000001000000000100000000100000000000001000000000000001100000000100000000010000000000001000000000000000000000000000000000000000001000000000000000000000000010000000000000000000000000000100001000000000000000000000000010000000000000001000000000000000000000000100000000000000000000000000000000000000000100000,0000000000000000000000000000000001100000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000,548
0000000000000100000000000100000001000000000000001000000000000000100001000000000010000000000000000000000000000000000000000000000000000000100000000000100000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100011000000000010100000010000000000000010001010000000000000000001010100000000000000000000001000000010000000100000000100000000010000000000000000000000000001000000000000000000100000000100000000000000000000000000000000000000000000000000000000000000100000000000000000010000000000000001000000010100000000000000000000000000000000000000000000000000000000000000000000010000010100000000010000000000000000000100000000010000000000111000000000000001000000000100000000100000000000001000000000000001100000000100000000010000000000001000000000000000000000000000000000000000001000000000000000000000000010000000000000000000000000000100001000000000000000000000000010000000000000001000000000000000000000000100000000000000000000000000000000000000000100000,0000000000000000000000000000000000000000000000000000000000000000000000000000000010000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,530
0000000000000100000000000100000001000000000000001000000000000000100001000000000010000000000000000000000000000000000000000000000000000000100000000000100000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100011000000000010100000010000000000000010001010000000000000000001010100000000000000000000001000000010000000100000000100000000010000000000000000000000000001000000000000000000100000000100000000000000000000000000000000000000000000000000000000000000100000000000000000010000000000000001000000010100000000000000000000000000000000000000000000000000000000000000000000010000010100000000010000000000000000000100000000010000000000111000000000000001000000000100000000100000000000001000000000000001100000000100000000010000000000001000000000000000000000000000000000000000001000000000000000000000000010000000000000000000000000000100001000000000000000000000000010000000000000001000000000000000000000000100000000000000000000000000000000000000000100000,0000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,530
0000000000000100000000000100000001000000000000001000000000000000100001000000000010000000000000000000000000000000000000000000000000000000100000000000100000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100011000000000010100000010000000000000010001010000000000000000001010100000000000000000000001000000010000000100000000100000000010000000000000000000000000001000000000000000000100000000100000000000000000000000000000000000000000000000000000000000000100000000000000000010000000000000001000000010100000000000000000000000000000000000000000000000000000000000000000000010000010100000000010000000000000000000100000000010000000000111000000000000001000000000100000000100000000000001000000000000001100000000100000000010000000000001000000000000000000000000000000000000000001000000000000000000000000010000000000000000000000000000100001000000000000000000000000010000000000000001000000000000000000000000100000000000000000000000000000000000000000100000,0000000000000000000000000000000001100000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000,538
0000000000000100000000000100000001000000000000001000000000000000100001001000000010000000000000000000000000000000000000000000000000000000100000000000100000000000000000000000000100001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011000000000010100000010000000000000010001010000000000000000001010100000000000000000000000000000010000000100000000100000000010000000000000000000000000001000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000100000000000000000010000000000000001000000000100000000000000000000000000000000000000000000000000000000000000000000010000010100001000010000000000000000000100000000010000000000111000000000000001000000000100000000000000000000001010000000000001100000000100000000010000000000000000000000000000000000000000000000000000001000000000000000000000000010000010000000000000000000000100001000000000000000000000010010000000000000001000000001000000000000000100000000000000000000000000000000000000000100001,0000000000000000000000000000000101000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,632
0000000000000000000000000000000000000001000010000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000100000000000100000000000000000000000000100000000000000000000000000000000000000000001000000000001000000000000000000000000000000000000000000000001000000000000010000000010000000000000000000000000000000000000000000000000001010000000000000001000000000000000010000000001000000000000000000000010000000000000000000000000000000000000000100000010000000000000000000000000000000010000000000000000000000000000000000000000000100000010000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100100000010000000000000000000000000000010000000000000000000000000001000000000101000000000000000001000000000000000000000000000000000000010000000000000000000000000000000000000000000001000000001000000000000000000000000000000000000000000000010000000100001000000000000000000000000010000000000010000000000000000000000000000000000000000000000000000000000000000100000000000,0100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,558
0000000000000000000000000000000001000000000000100000000000000000100000000000000000000000001000000000000000000000000000000000000000000000001000000000100000000001000000000000000000000000000000000000000000001000000000000001000000000001000000000100000000000000000000000001000000000001000000000000010000001010000000000000000000000000000000000000000000000000000010000000000100001000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000010000000000000000000000000000000001000000000000000000000010000000100000010000000000000001000000000000000000000000000000000000000000000010000000000000000000000000000000000000000100000000010000000000000000100000000000010000000000000000000000001001000000000001000000000000000001000000000000000000000000000000000000010000100000010000000000000000000000000000000001000000001000000000000000000000000010000000100000000000000000000100001000000000000000100010000010000000000000000000000000000000000000000000000000000000000000000000000000000100000000000,0000000000000000000000000000000001000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,573
0000000000000010000000000000000000000001000000000000000000000010100000000000000000000000000000000000000000001000000000000000000000000100100000000000100000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000100000000000000000000000000000000000001000000000000010000000010000000000000001000000000000000000000000000000000001010000000000000001000000000010000000000000001000000000100000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000001000100000010000000000000001000000000000000000000000000000000000100000000000000000100000000000000000000000000000000100000000010000001000000000000000000000000000000000000000000000000001010000000001000000000000000001000000000000000000000000000000000000010000000000000000000000000000000000000000000001000000001000000000000000000001000000000000000000000000010000000100001000000000000000000000000010000000000000000000000000000000000000000000000001000000000000000000000000000100000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000010000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,622
0000000000000000000000000000000000000000000000000000000000000000100000000000000100001000010000000000000010000000000000000000000000000000110000000000100000000001000000000000000100000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000010000000000000100000000000000000000000001000000000000000000001010000000000010000000000000000000000000000001000000000000000010000000000001000000000000000000000000000000000100000010000000001000000000000000000000010000000000000000000000000000001000000000000001000010000000000000001000000000100000000000000000000000000000000000000000000001000000000000000000000000000010100100000010000000000000100000000000000000000000000000000000000000001000000000001000000000000000000000000000000000001000000000100000000010000000000000000000000000000000000000000000000000000001000000000001000000000000010000000000000000000010000000100001000000000000000000000000010000000000010001000000000000000000000000100000000000000000000000000000000000000000000000,0100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,637
0000000000000000000000000000000000000000000010000000000000000000100000000000000100001000000000010000000000000000000000000000000000000000100000000000100000000000001000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000100000001100000000000000000000000001000000000000000000001010000000010000000000000000000000000000000001000000010000000010000000000000000000000000000000000000000000010100000010000000000000000000000000000000010000000000000000000000000000000000000000000001000010000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000001000000000100100000010000001000000000000000000000000000000000000000000001000001000000000001000000000000000000000000000000000011000000000000000000010000000000000000000000000000001000000000000000000000001000000000000000000000000010000000001000000000010000000100001000000000000000000000000010000000000010001000000001000000000000000000000001000000000000000000000000000000000000000,0100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,658
0000000000000010000000000000000000000000000000000000000000000000100000000000000000001000000000000000000000000000000000000000000000000000100000000000100000000000000000000000000100000000000000000000000000100000000010000010000000000000000000000000000000000000000000000000000000000000010000000100010010100000000000000000000000000000000000000000000000000000101010000000000000000000000000000000000000000001000000000000000000000001000000000000000000000000000000000000000100000010000000000000000000100000000000010000000000000000000000000000000000000000000000000010010000000000001000000000000000000000000000000000000000000000000000000000000000000000010000000000000000100100000010000000000000001000100000000000000000000000001000000000001000000100001000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000001000000000000000000000000010000100000000000000010000000100001000000000000000010000000010000000000010001000000000000000000000000000000001000000000000000000010000000000000000000,0100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,634
0000000000000000000000000001000001000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000100000000000100000000000000000000000000000000000000000000000000000100000000010000010000000000000000000000000000000000000000000000000000000000000010000000100010010100000000000000000000000100000000000000000000000000000101010000000000000000000000000000000000000000001000000000000000000000001000000000000000000000000000010000000000100000010000000000000000000100000000000010000000010000000000000000000000000000000000000000010010000000000001000000000000000000000000000000000000000000000000000000000000000000000010000000000000000100100000010000000000010000000100000010000000000000000001000100000001000000100001000000000000000000000000000000000000000000100000000000010000000000000000000000000000000000000000000000100000001000000000000000000000000010000100000000000000010000000100001000000000000000010000000010000000000011001000000000000000000000000000000000000000000000000000010000000000000000000,0100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,658
0000000000000110000000000000000001000000000000000000000000000000101001000000000000000000000000100000000000000000010000000000000000000000100100000000100000000000000000000000000100000000000000000000000000000000000010000000000000000000000100000000000000001000000000000000010000000000010000000100010000000000000000000000000000000000000000010000000000000000101010000110000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000100000010000000000000000000100000000000010000000000000000000000000000000000000000000000000010000000000000001000000000000000000000000000000000000000000000000000000000000000000000010000000000000000100100000000000000000000001000000000000010000000000000001000000000001000000000000000000000000000000000000000000000001000000000000000000010000000000000000000000000000000000000000000000000000001000000001000000000000010000000000000000000000010000000100001000000001000000010000000010000000000011100000000000000000000000000000000001000000000000000000000000000000000000000,0100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,619
0000000000000010000000000000000000000000000000000000000000000001100000000000000010001000000000000000000000000000000000000000000000000000100000000000100000000000000000000000000100000000000000000000000000110000000010000000000000000000000000000100000000000000000000000000000000000000010000000000010010100000000100000000000100000000000001000000000000000000101010000000000000000000000000000000000000000001000000000000000010000001000000000000000000000000000000000000000100000010000000000000100000000000000000010000000000000000000000000000000000000000000001000010010000000000001000000000000000000000000000000000000000000000000000000000000000000000010000000000000000100100000010000000000000001000000000000000000000000000001000000000001000000100001000010000000000000000000000000000000000000000000000000010000000000000000000000000000000000001000000000000000001000000000000000000000000010000100000000000000010000000100001000000000000000010000000010000000000010001000000000000000000000000000000001000000000000000000000000000000000000000,0100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,634
0000000000000000000000000000000000000000000000000000001000000000100000000000000000000000000000000000000000000000000000000000000000000000100000000000100000000000000000000000000100000000000000000000000000000000000000000001000000000000000000000000000001000000000000000000000000000000000000000000010000000000000000000000000000000000010000000000000000000000001010000000000000001000000000000000010000000001000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000100000010000000000000001000000000100010100000000000000000000000000000000000000000000000000000000000000000000000100000000010000000000000001000000000100000000000000000000000000000001000000000101000000000000000001000000000000000000000000000000000000010000000000000000000000000000000000010000100001000000001000000010001000000000000000010000000000000100000000000100001000000000000000000000000010000000000000000000000000000000000000000001000000000000000000000000000000100000000000000,0000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,633
0000000000000000000000000000000000000000000000000000010000000000100000000000000000000000000000000000001000000000000010000000100000000000100000000000100000000000000000100000000100000000000001000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000001010100000000000001000000000000000010000000001000000000000000000000000000000100000000010000000000000000000000100000000000000000000010000000000000000000000000000000000000000000000000000000000000100000010000000100000001000000000000000000000000000000000000010000000000000000000000000000000000000000010000000100000000010000010000000100000000000000000000000000010000000000000001000000000101000000000000000001000000000000000000000000000000000000010000000000000000000000000000000000000000000001000000001000000000000000000000000000000000000000000000000000000100001000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,605
