λabs (nm),smiles
689.0,Cc1cccc(C)c1C1=C2[N+](=C(c3ccc(-c4ccc(OC)cc4)s3)C=C2)[B-](F)(F)n2c1ccc2-c1ccc(-c2ccc(OC)cc2)s1
691.0,Cc1cccc(C)c1C1=C2[N+](=C(c3ccc(-c4ccc(NC(OC(C)(C)C)=O)cc4)s3)C=C2)[B-](F)(F)n2c1ccc2-c1ccc(-c2ccc(NC(OC(C)(C)C)=O)cc2)s1
708.0,Cc1cccc(C)c1C1=C2[N+](=C(c3ccc(-c4ccc(N)cc4)s3)C=C2)[B-](F)(F)n2c1ccc2-c1ccc(-c2ccc(N)cc2)s1
703.0,F[B-]1(F)[N+]2=C3c4ccc(OC)cc4CCC3=CC2=C(C(F)(F)F)c2n1c1c(c2)CCc2c-1ccc(OC)c2
689.0,O=C(Cc1ccccc1)OCC1=C2[N+](=C(/C=C/c3ccc(N(C)C)cc3)C=C2C)[B-](C)(C)n2c1c(C)cc2/C=C/c1ccc(N(C)C)cc1
693.0,O=C(OCc1ccccc1)OCC1=C2[N+](=C(/C=C/c3ccc(N(C)C)cc3)C=C2C)[B-](C)(C)n2c1c(C)cc2/C=C/c1ccc(N(C)C)cc1
694.0,F[B-]1(F)[N+]2=C(c3ccc(OCCCCCCOC(C(C)=C)=O)cc3)C=C(c3ccc(OC)cc3)C2=Nc2n1c(-c1ccc(OCCCCCCOC(C)=O)cc1)cc2-c1ccc(OC)cc1
708.0,F[B-]1(F)[N+]2=C(c3ccc(C(c4ccccc4)=C(c4ccccc4)c4ccccc4)cc3)C=C(c3ccccc3)C2=Nc2n1c(-c1ccc(C(c3ccccc3)=C(c3ccccc3)c3ccccc3)cc1)cc2-c1ccccc1
682.0,F[B-]1(F)[N+]2=C(c3ccccc3)C=C(c3ccc(C(c4ccccc4)=C(c4ccccc4)c4ccccc4)cc3)C2=Nc2n1c(-c1ccccc1)cc2-c1ccc(C(c2ccccc2)=C(c2ccccc2)c2ccccc2)cc1
708.0,F[B-]1(F)[N+]2=C(c3cc4c(cc3)-c3ccccc3C4(C)C)C=C(c3ccccc3)C2=Nc2n1c(-c1cc3c(cc1)-c1c(cccc1)C3(C)C)cc2-c1ccccc1
677.0,F[B-]1(F)[N+]2=C(c3ccccc3)C=C(c3ccc4c(c3)C(C)(C)c3c-4cccc3)C2=Nc2n1c(-c1ccccc1)cc2-c1cc2c(cc1)-c1c(cccc1)C2(C)C
891.0,F[B-]1(F)[n+]2c(CC)cc3c2c2c4c5c3ccc(Oc3c(C)cc(C)cc3C)c5cc3c(Oc5c(C)cc(C)cc5C)ccc(c43)c3c2n1c(CC)c3
867.0,F[B-]1(F)[n+]2c(CC)cc3c2c2c4c5c3ccc(Oc3c(C)cc(C)cc3C)c5cc3c(Oc5c(C)cc(C)cc5C)ccc(c43)c3c2n1c(CC)c3
848.0,F[B-]1(F)[n+]2c(CC)cc3c2c2c4c5c3ccc(Oc3c(C)cc(C)cc3C)c5cc3c(Oc5c(C)cc(C)cc5C)ccc(c43)c3c2n1c(CC)c3
826.0,F[B-]1(F)[n+]2c(CC)cc3c2c2c4c5c3ccc(Oc3c(C)cc(C)cc3C)c5cc3c(Oc5c(C)cc(C)cc5C)ccc(c43)c3c2n1c(CC)c3
830.0,F[B-]1(F)[n+]2c(CC)cc3c2c2c4c5c3ccc(Oc3c(C)cc(C)cc3C)c5cc3c(Oc5c(C)cc(C)cc5C)ccc(c43)c3c2n1c(CC)c3
891.0,CCc1cc2c3n1[B-](F)(F)[n+]1c(CC)c(-c4c5c6[n+](c4CC)[B-](F)(F)n4c7c6c6c8c5ccc(Oc5c(C)cc(C)cc5C)c8cc5c(Oc8c(C)cc(C)cc8C)ccc(c7cc4CC)c65)c4c1c3c1c3c4ccc(Oc4c(C)cc(C)cc4C)c3cc3c(Oc4c(C)cc(C)cc4C)ccc2c13
878.0,CCc1cc2c3n1[B-](F)(F)[n+]1c(CC)c(-c4c5c6[n+](c4CC)[B-](F)(F)n4c7c6c6c8c5ccc(Oc5c(C)cc(C)cc5C)c8cc5c(Oc8c(C)cc(C)cc8C)ccc(c7cc4CC)c65)c4c1c3c1c3c4ccc(Oc4c(C)cc(C)cc4C)c3cc3c(Oc4c(C)cc(C)cc4C)ccc2c13
860.0,CCc1cc2c3n1[B-](F)(F)[n+]1c(CC)c(-c4c5c6[n+](c4CC)[B-](F)(F)n4c7c6c6c8c5ccc(Oc5c(C)cc(C)cc5C)c8cc5c(Oc8c(C)cc(C)cc8C)ccc(c7cc4CC)c65)c4c1c3c1c3c4ccc(Oc4c(C)cc(C)cc4C)c3cc3c(Oc4c(C)cc(C)cc4C)ccc2c13
835.0,CCc1cc2c3n1[B-](F)(F)[n+]1c(CC)c(-c4c5c6[n+](c4CC)[B-](F)(F)n4c7c6c6c8c5ccc(Oc5c(C)cc(C)cc5C)c8cc5c(Oc8c(C)cc(C)cc8C)ccc(c7cc4CC)c65)c4c1c3c1c3c4ccc(Oc4c(C)cc(C)cc4C)c3cc3c(Oc4c(C)cc(C)cc4C)ccc2c13
843.0,CCc1cc2c3n1[B-](F)(F)[n+]1c(CC)c(-c4c5c6[n+](c4CC)[B-](F)(F)n4c7c6c6c8c5ccc(Oc5c(C)cc(C)cc5C)c8cc5c(Oc8c(C)cc(C)cc8C)ccc(c7cc4CC)c65)c4c1c3c1c3c4ccc(Oc4c(C)cc(C)cc4C)c3cc3c(Oc4c(C)cc(C)cc4C)ccc2c13
761.0,F[B-]1(F)[N+]2=C(c3ccccc3)c3c(cc4ccccc4c3)C2=Cc2c3c(cc4ccccc4c3)c(-c3ccccc3)n21
694.0,F[B-]1(F)[N+]2=c3c4ccc5c(cccc5)c4oc3=CC2=C(C(F)(F)F)c2n1c1c(c2)oc2c1ccc1c2cccc1
680.0,F[B-]1(F)[N+]2=C(c3ccccc3)C=C(c3cc(OC)cc(OC)c3)C2=Nc2n1c(-c1ccccc1)cc2-c1cc(OC)cc(OC)c1
664.0,F[B-]1(F)[N+]2=C(c3ccc(Br)cc3)C=C(c3cc(OC)cc(OC)c3)C2=Nc2n1c(-c1ccc(Br)cc1)cc2-c1cc(OC)cc(OC)c1
675.0,F[B-]1(F)[N+]2=C(c3ccc(I)cc3)C=C(c3cc(OC)cc(OC)c3)C2=Nc2n1c(-c1ccc(I)cc1)cc2-c1cc(OC)cc(OC)c1
676.0,F[B-]1(F)[N+]2=C(c3ccc(I)cc3)C(I)=C(c3c(I)c(OC)cc(OC)c3)C2=Nc2n1c(-c1ccc(I)cc1)c(I)c2-c1cc(OC)cc(OC)c1I
681.0,CC(C)(C)c1ccc(-c2c(/N=C3\N=C(c4ccc(N(C)C)cc4)C=C3c3ccc(C(C)(C)C)cc3)[nH]c(-c3ccc(N(C)C)cc3)c2)cc1
796.0,F[B-]1(F)[N+]2=C(c3ccc(N(C)C)cc3)C=C(c3ccc(C(C)(C)C)cc3)C2=Nc2n1c(-c1ccc(N(C)C)cc1)cc2-c1ccc(C(C)(C)C)cc1
797.0,Brc1c(-c2ccc(N(C)C)cc2)n2c(c1-c1ccc(C(C)(C)C)cc1)N=C1[N+](=C(c3ccc(N(C)C)cc3)C(Br)=C1c1ccc(C(C)(C)C)cc1)[B-]2(F)F
675.0,Brc1c(-c2ccc(N(C)C)cc2)[nH]c(/N=C2\N=C(c3ccc(N(C)C)cc3)C(Br)=C2c2ccc(C(C)(C)C)cc2)c1-c1ccc(C(C)(C)C)cc1
673.0,CC(C)(C)c1ccc(-c2c(/N=C3\N=C(c4ccc(N(c5ccccc5)c5ccccc5)cc4)C=C3c3ccc(C(C)(C)C)cc3)[nH]c(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)c2)cc1
789.0,F[B-]1(F)[N+]2=C(c3ccc(N(c4ccccc4)c4ccccc4)cc3)C=C(c3ccc(C(C)(C)C)cc3)C2=Nc2n1c(-c1ccc(N(c3ccccc3)c3ccccc3)cc1)cc2-c1ccc(C(C)(C)C)cc1
769.0,BrC1=C(c2ccc(C(C)(C)C)cc2)C2=Nc3c(-c4ccc(C(C)(C)C)cc4)cc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)n3[B-](F)(F)[N+]2=C1c1ccc(N(c2ccccc2)c2ccccc2)cc1
730.0,F[B-]1(F)[N+]2=C(c3ccc(/C=C(/c4ccncc4)C#N)s3)C=CC2=C(c2ccc(/C=C(\C#N)c3ccncc3)s2)c2n1c(-c1ccc(/C=C(/c3ccncc3)C#N)s1)cc2
731.0,F[B-]1(F)[N+]2=C(c3ccc(/C=C(/c4ccncc4)C#N)s3)C=CC2=C(c2ccc(/C=C(\C#N)c3ccncc3)s2)c2n1c(-c1ccc(/C=C(/c3ccncc3)C#N)s1)cc2
737.0,F[B-]1(F)[N+]2=C(c3ccc(/C=C(/c4ccncc4)C#N)s3)C=CC2=C(c2ccc(/C=C(\C#N)c3ccncc3)s2)c2n1c(-c1ccc(/C=C(/c3ccncc3)C#N)s1)cc2
672.0,Cc1c(Br)c(/C=C/c2ccc(OC)cc2)n2c1C=C1[N+](=C(/C=C/c3ccc(OC)cc3)C(Br)=C1C)[B-]2(F)F
664.0,Cc1ccc(C2=C3[N+](=C(c4ccc(CCCCCC)s4)C(c4ccc(CCCCCC)s4)=C3)[B-](F)(F)n3c2cc(-c2ccc(CCCCCC)s2)c3-c2ccc(CCCCCC)s2)cc1
654.0,Cc1ccc(C2=C3[N+](=C(c4csc(CCCCCC)c4)C(c4ccc(CCCCCC)s4)=C3)[B-](F)(F)n3c2cc(-c2ccc(CCCCCC)s2)c3-c2csc(CCCCCC)c2)cc1
719.0,Cc1ccc(C2=C3[N+](=c4c(c5cc(CCCCCC)sc5c5c4sc(CCCCCC)c5)=C3)[B-](F)(F)n3c2cc2c3c3sc(CCCCCC)cc3c3c2cc(CCCCCC)s3)cc1
702.0,F[B-]1(F)[N+]2=C(c3ccc(OC)cc3)C=C(c3ccc([N+](CC)(CC)C)cc3)C2=Nc2n1c(-c1ccc(OC)cc1)cc2-c1ccc([N+](CC)(CC)C)cc1
681.0,F[B-]1(F)[N+]2=C(c3ccc(OC)cc3)C(Br)=C(c3ccc([N+](CC)(CC)C)cc3)C2=Nc2n1c(-c1ccc(OC)cc1)c(Br)c2-c1ccc([N+](CC)(CC)C)cc1
684.0,F[B-]1(F)[N+]2=C(c3ccc(OC)cc3)C(Br)=C(c3ccc(N(CC)CC)cc3)C2=Nc2n1c(-c1ccc(OC)cc1)c(Br)c2-c1ccc(N(CC)CC)cc1
651.0,F[B-]1(F)n2c(-c3ccc(OC)cc3)cc(-c3ccc(N(CC)CC)cc3)c2N=C2[N+]1=C(c1ccc(OC)cc1)C=C2c1ccc(N(CC)CC)cc1
668.0,F[B-]1(F)n2c(-c3ccc(OC)cc3)cc(-c3ccc4c(c3)CCCN4CC)c2N=C2[N+]1=C(c1ccc(OC)cc1)C=C2c1cc2c(cc1)N(CC)CCC2
672.0,F[B-]1(F)n2c(-c3ccc(OC)cc3)cc(-c3cc4c5c(c3)CCCN5CCC4)c2N=C2[N+]1=C(c1ccc(OC)cc1)C=C2c1cc2c3c(c1)CCCN3CCC2
668.0,F[B-]1(F)[N+]2=C(c3c(OC)ccc4c3cccc4)C=C(c3ccccc3)C2=Nc2n1c1c(c2-c2ccccc2)CCc2c-1ccc(OC)c2
619.0,COc1cc(-c2c(/N=C3\N=C(c4ccccc4)C=C3c3cc(OC)cc(OC)c3)[nH]c(-c3ccccc3)c2)cc(OC)c1
617.0,COc1cc(-c2c(/N=C3\N=C(c4ccc(Br)cc4)C=C3c3cc(OC)cc(OC)c3)[nH]c(-c3ccc(Br)cc3)c2)cc(OC)c1
666.0,COc1cc(-c2c3n(c(-c4ccc(Br)cc4)c2I)[B-](F)(F)[N+]2=C(c4ccc(Br)cc4)C(I)=C(c4c(I)c(OC)cc(OC)c4)C2=N3)c(I)c(OC)c1
544.0,CCC1=C(C)C2=C(c3c(F)c(F)c(F)c(F)c3F)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C
606.0,CCC1=C(C)C2=C(c3c(F)c(F)c(F)c(F)c3F)c3c(C)c(CC)c(/C=C/c4ccc(O)cc4)n3[B-](F)(F)[N+]2=C1C
661.0,CCC1=C(C)C2=C(c3c(F)c(F)c(F)c(F)c3F)c3c(C)c(CC)c(/C=C/c4ccccc4)n3[B-](F)(F)[N+]2=C1/C=C/c1ccccc1
646.0,CCC1=C(C)C2=C(c3c(F)c(F)c(F)c(F)c3F)c3c(C)c(CC)c(/C=C/c4c(C)cc(C)cc4C)n3[B-](F)(F)[N+]2=C1/C=C/c1c(C)cc(C)cc1C
625.0,F[B-]1(F)[N+]2=C(c3c(OC)cccc3)c3c(cc(CCOC(C(C)=C)=O)cc3)C2=Cc2n1c(-c1c(OC)cccc1)c1c2cc(CCOC(C)=O)cc1
670.0,F[B-]1(F)[N+]2=C(c3ccc(I)cc3)C(I)=C(c3cc(OC)cc(OC)c3)C2=Nc2n1c(-c1ccc(I)cc1)c(I)c2-c1cc(OC)cc(OC)c1
666.0,F[B-]1(F)[N+]2=C(c3ccc(Br)cc3)C(I)=C(c3c(I)c(OC)cc(OC)c3)C2=Nc2n1c(-c1ccc(Br)cc1)c(I)c2-c1cc(OC)cc(OC)c1I
502.0,Cc1cc(C)n2c1C=C1[N+](=C(C)C=C1C)[B-]2(F)F
534.0,Cc1c(I)c(C)n2c1C=C1[N+](=C(C)C(I)=C1C)[B-]2(F)F
525.0,Cc1c(I)c(C)n2c1C(CCC(O)=O)=C1[N+](=C(C)C(I)=C1C)[B-]2(F)F
548.5,F[B-]1(F)[N+]2=CC(I)=CC2=C(c2ccc(C)cc2)c2n1cc(I)c2
563.5,F[B-]1(F)[N+]2=C(I)C(I)=CC2=C(c2ccc(C)cc2)c2n1cc(I)c2
581.0,F[B-]1(F)[N+]2=C(I)C(I)=CC2=C(c2ccc(C)cc2)c2n1c(I)c(I)c2
629.0,F[B-]1(F)[N+]2=C(/C=C/c3ccc(N(C)C)cc3)C(I)=C(C)C2=C(c2ccccc2)c2n1c(C)c(I)c2C
576.0,F[B-]1(F)[N+]2=C(C)C(C#CC#Cc3c(C)n4c(c3C)C(c3ccccc3)=C3[N+](=C(C)C(I)=C3C)[B-]4(F)F)=C(C)C2=C(c2ccccc2)c2n1c(C)c(I)c2C
618.0,F[B-]1(F)[N+]2=C(C)C(C#Cc3c(C)n4c(c3C)C(c3ccccc3)=C3[N+](=C(C)C(I)=C3C)[B-]4(F)F)=C(C)C2=C(c2ccccc2)c2n1c(C)c(I)c2C
532.0,F[B-]1(F)[N+]2=C(C)C(c3ccc(I)s3)=C(C)C2=C(c2ccccc2)c2n1c(C)c(I)c2C
526.0,F[B-]1(F)[N+]2=C(C)C(c3ccc(I)s3)=C(C)C2=C(c2ccccc2)c2n1c(C)c(-c1ccc(I)s1)c2C
516.0,CC1=C(CC)C(C)=[N+]2C1=C(c1ccccc1)c1n(c3c(c1)c(=O)oc1c3cccc1)[B-]2(F)F
504.0,CC1=C(CC)C(C)=[N+]2C1=C(c1ccccc1)c1n(c3c(c1)c(=O)oc1c3cccc1)[B-]2(F)F
510.0,CC1=C(CC)C(C)=[N+]2C1=C(c1ccccc1)c1n(c3c(c1)c(=O)oc1c3cccc1)[B-]2(F)F
548.0,CC1=C(CC)C(C)=[N+]2C1=C(c1ccccc1)c1n(c3c(c1)c(=O)oc1c3ccc(O)c1)[B-]2(F)F
530.0,CC1=C(CC)C(C)=[N+]2C1=C(c1ccccc1)c1n(c3c(c1)c(=O)oc1c3ccc(O)c1)[B-]2(F)F
530.0,CC1=C(CC)C(C)=[N+]2C1=C(c1ccccc1)c1n(c3c(c1)c(=O)oc1c3ccc(O)c1)[B-]2(F)F
538.0,CC1=C(CC)C(C)=[N+]2C1=C(c1ccccc1)c1n(c3c(c1)c(=O)oc1c3ccc(O)c1)[B-]2(F)F
632.0,CC1=C(CC)C(C)=[N+]2C1=C(c1ccccc1)c1n(c3c(c1)c(=O)oc1c3ccc(N(CC)CC)c1)[B-]2(F)F
668.0,F[B-]1(F)[N+]2=C(c3c(OC)ccc4c3cccc4)C=C(c3ccccc3)C2=Nc2n1c1c(c2-c2ccccc2)CCc2c-1ccc(OC)c2
617.0,Cc1cccc(C)c1C1=C2[N+](=C(c3ccc(C)s3)C(c3cc4c(c(=O)[nH][nH]c4=O)cc3)=C2)[B-](F)(F)n2c1ccc2-c1ccc(C)s1
640.0,Cc1cccc(C)c1C1=C2[N+](=C(c3ccc(C)s3)C=C2)[B-](F)(F)n2c1ccc2-c1ccc(C)s1
658.0,F[B-]1(F)[N+]2=C(c3ccc(Br)cc3)C=C(c3ccccc3)C2=Nc2n1c(-c1ccc(Br)cc1)cc2-c1ccccc1
619.0,COc1cc(-c2c(/N=C3\N=C(c4ccccc4)C=C3c3cc(OC)cc(OC)c3)[nH]c(-c3ccccc3)c2)cc(OC)c1
617.0,COc1cc(-c2c(/N=C3\N=C(c4ccc(Br)cc4)C=C3c3cc(OC)cc(OC)c3)[nH]c(-c3ccc(Br)cc3)c2)cc(OC)c1
666.0,COc1cc(-c2c3n(c(-c4ccc(Br)cc4)c2I)[B-](F)(F)[N+]2=C(c4ccc(Br)cc4)C(I)=C(c4c(I)c(OC)cc(OC)c4)C2=N3)c(I)c(OC)c1
544.0,CCC1=C(C)C2=C(c3c(F)c(F)c(F)c(F)c3F)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C
606.0,CCC1=C(C)C2=C(c3c(F)c(F)c(F)c(F)c3F)c3c(C)c(CC)c(/C=C/c4ccc(O)cc4)n3[B-](F)(F)[N+]2=C1C
661.0,CCC1=C(C)C2=C(c3c(F)c(F)c(F)c(F)c3F)c3c(C)c(CC)c(/C=C/c4ccccc4)n3[B-](F)(F)[N+]2=C1/C=C/c1ccccc1
646.0,CCC1=C(C)C2=C(c3c(F)c(F)c(F)c(F)c3F)c3c(C)c(CC)c(/C=C/c4c(C)cc(C)cc4C)n3[B-](F)(F)[N+]2=C1/C=C/c1c(C)cc(C)cc1C
625.0,F[B-]1(F)[N+]2=C(c3c(OC)cccc3)c3c(cc(CCOC(C(C)=C)=O)cc3)C2=Cc2n1c(-c1c(OC)cccc1)c1c2cc(CCOC(C)=O)cc1
670.0,F[B-]1(F)[N+]2=C(c3ccc(I)cc3)C(I)=C(c3cc(OC)cc(OC)c3)C2=Nc2n1c(-c1ccc(I)cc1)c(I)c2-c1cc(OC)cc(OC)c1
666.0,F[B-]1(F)[N+]2=C(c3ccc(Br)cc3)C(I)=C(c3c(I)c(OC)cc(OC)c3)C2=Nc2n1c(-c1ccc(Br)cc1)c(I)c2-c1cc(OC)cc(OC)c1I
502.0,Cc1cc(C)n2c1C=C1[N+](=C(C)C=C1C)[B-]2(F)F
534.0,Cc1c(I)c(C)n2c1C=C1[N+](=C(C)C(I)=C1C)[B-]2(F)F
525.0,Cc1c(I)c(C)n2c1C(CCC(O)=O)=C1[N+](=C(C)C(I)=C1C)[B-]2(F)F
548.5,F[B-]1(F)[N+]2=CC(I)=CC2=C(c2ccc(C)cc2)c2n1cc(I)c2
563.5,F[B-]1(F)[N+]2=C(I)C(I)=CC2=C(c2ccc(C)cc2)c2n1cc(I)c2
581.0,F[B-]1(F)[N+]2=C(I)C(I)=CC2=C(c2ccc(C)cc2)c2n1c(I)c(I)c2
629.0,F[B-]1(F)[N+]2=C(/C=C/c3ccc(N(C)C)cc3)C(I)=C(C)C2=C(c2ccccc2)c2n1c(C)c(I)c2C
576.0,F[B-]1(F)[N+]2=C(C)C(C#CC#Cc3c(C)n4c(c3C)C(c3ccccc3)=C3[N+](=C(C)C(I)=C3C)[B-]4(F)F)=C(C)C2=C(c2ccccc2)c2n1c(C)c(I)c2C
618.0,F[B-]1(F)[N+]2=C(C)C(C#Cc3c(C)n4c(c3C)C(c3ccccc3)=C3[N+](=C(C)C(I)=C3C)[B-]4(F)F)=C(C)C2=C(c2ccccc2)c2n1c(C)c(I)c2C
532.0,F[B-]1(F)[N+]2=C(C)C(c3ccc(I)s3)=C(C)C2=C(c2ccccc2)c2n1c(C)c(I)c2C
526.0,F[B-]1(F)[N+]2=C(C)C(c3ccc(I)s3)=C(C)C2=C(c2ccccc2)c2n1c(C)c(-c1ccc(I)s1)c2C
516.0,CC1=C(CC)C(C)=[N+]2C1=C(c1ccccc1)c1n(c3c(c1)c(=O)oc1c3cccc1)[B-]2(F)F
504.0,CC1=C(CC)C(C)=[N+]2C1=C(c1ccccc1)c1n(c3c(c1)c(=O)oc1c3cccc1)[B-]2(F)F
510.0,CC1=C(CC)C(C)=[N+]2C1=C(c1ccccc1)c1n(c3c(c1)c(=O)oc1c3cccc1)[B-]2(F)F
548.0,CC1=C(CC)C(C)=[N+]2C1=C(c1ccccc1)c1n(c3c(c1)c(=O)oc1c3ccc(O)c1)[B-]2(F)F
530.0,CC1=C(CC)C(C)=[N+]2C1=C(c1ccccc1)c1n(c3c(c1)c(=O)oc1c3ccc(O)c1)[B-]2(F)F
530.0,CC1=C(CC)C(C)=[N+]2C1=C(c1ccccc1)c1n(c3c(c1)c(=O)oc1c3ccc(O)c1)[B-]2(F)F
538.0,CC1=C(CC)C(C)=[N+]2C1=C(c1ccccc1)c1n(c3c(c1)c(=O)oc1c3ccc(O)c1)[B-]2(F)F
632.0,CC1=C(CC)C(C)=[N+]2C1=C(c1ccccc1)c1n(c3c(c1)c(=O)oc1c3ccc(N(CC)CC)c1)[B-]2(F)F
576.0,F[B-]1(F)[N+]2=C(/C=C/c3ccccc3)C(C(OCC)=O)=C(c3ccccc3)C2=Cc2c(-c3ccccc3)c(C(OCC)=O)c(C)n21
576.0,F[B-]1(F)[N+]2=C(/C=C/c3ccccc3)C(C(OCC)=O)=C(c3ccccc3)C2=Cc2c(-c3ccccc3)c(C(OCC)=O)c(C)n21
633.0,F[B-]1(F)[N+]2=C(/C=C/c3ccccc3)C(C(OCC)=O)=C(c3ccccc3)C2=Cc2c(-c3ccccc3)c(C(OCC)=O)c(/C=C/c3ccccc3)n21
633.0,F[B-]1(F)[N+]2=C(/C=C/c3ccccc3)C(C(OCC)=O)=C(c3ccccc3)C2=Cc2c(-c3ccccc3)c(C(OCC)=O)c(/C=C/c3ccccc3)n21
516.0,CC1=C(CC)C(C)=[N+]2C1=C(c1ccccc1)c1n(c3c(c1)c(=O)oc1c3cccc1)[B-]2(F)F
504.0,CC1=C(CC)C(C)=[N+]2C1=C(c1ccccc1)c1n(c3c(c1)c(=O)oc1c3cccc1)[B-]2(F)F
510.0,CC1=C(CC)C(C)=[N+]2C1=C(c1ccccc1)c1n(c3c(c1)c(=O)oc1c3cccc1)[B-]2(F)F
548.0,CC1=C(CC)C(C)=[N+]2C1=C(c1ccccc1)c1n(c3c(c1)c(=O)oc1c3ccc(O)c1)[B-]2(F)F
530.0,CC1=C(CC)C(C)=[N+]2C1=C(c1ccccc1)c1n(c3c(c1)c(=O)oc1c3ccc(O)c1)[B-]2(F)F
530.0,CC1=C(CC)C(C)=[N+]2C1=C(c1ccccc1)c1n(c3c(c1)c(=O)oc1c3ccc(O)c1)[B-]2(F)F
538.0,CC1=C(CC)C(C)=[N+]2C1=C(c1ccccc1)c1n(c3c(c1)c(=O)oc1c3ccc(O)c1)[B-]2(F)F
632.0,CC1=C(CC)C(C)=[N+]2C1=C(c1ccccc1)c1n(c3c(c1)c(=O)oc1c3ccc(N(CC)CC)c1)[B-]2(F)F
558.0,F[B-]1(F)[N+]2=C(c3ccccc3)C=CC2=C(c2ccc(I)cc2)c2n1c(-c1ccccc1)cc2
573.0,F[B-]1(F)[N+]2=C(c3ccc[nH]3)C=CC2=C(c2c(C)cc(C)cc2C)c2n1c(C)cc2
622.0,F[B-]1(F)[N+]2=C(c3cccs3)C=CC2=C(c2ccc(Br)cc2)c2n1c(-c1cccs1)cc2
637.0,F[B-]1(F)[N+]2=c3c4ccccc4oc3=CC2=C(c2ccc(I)cc2)c2n1c1c(c2)oc2c1cccc2
658.0,F[B-]1(F)[N+]2=c3c4ccccc4sc3=CC2=C(c2ccc(I)cc2)c2n1c1c(c2)sc2c1cccc2
634.0,F[B-]1(F)[N+]2=C3c4ccccc4CCC3=CC2=C(c2ccc(I)cc2)c2n1c1c(c2)CCc2c-1cccc2
658.0,F[B-]1(F)[N+]2=C3c4ccc(OC)cc4CCC3=CC2=C(c2ccc(I)cc2)c2n1c1c(c2)CCc2c-1ccc(OC)c2
619.0,F[B-]1(F)[N+]2=C3c4ccccc4CCC3=C(C)C2=C(c2ccc(I)cc2)c2n1c1c(c2C)CCc2c-1cccc2
634.0,F[B-]1(F)[N+]2=C3c4ccccc4CCC3=CC2=C(c2ccc(I)cc2)c2n1c1c(c2)ccc2c1cccc2
633.0,F[B-]1(F)[N+]2=C(/C=C/c3ccccc3)C=CC2=C(c2ccccc2)c2n1c(/C=C/c1ccccc1)cc2
605.0,F[B-]1(F)[N+]2=C(C#Cc3ccccc3)C=CC2=C(c2ccccc2)c2n1c(C#Cc1ccccc1)cc2
641.0,F[B-]1(F)[N+]2=C(/C=C/C=C/C(OCC)=O)C=CC2=C(c2c(C)cc(C)cc2C)c2n1c(/C=C/C=C/C(OCC)=O)cc2
633.0,F[B-]1(F)[N+]2=CC(/C=C/C=C/C(OCC)=O)=CC2=C(c2c(C)cc(C)cc2C)c2n1cc(/C=C/C=C/C(OCC)=O)c2
621.0,F[B-]1(F)[N+]2=C(C)c3c4ccccc4c4c(cccc4)c3C2=C(c2ccc(N(C)C)cc2)c2n1c(C)c1c2c2ccccc2c2c1cccc2
652.0,F[B-]1(F)[N+]2=c3cc(-c4ccccc4)oc3=CC2=Cc2n1c1c(c2)oc(-c2ccccc2)c1
671.0,F[B-]1(F)[N+]2=c3cc(-c4c(OC)cccc4)oc3=CC2=Cc2n1c1c(c2)oc(-c2ccccc2OC)c1
662.0,F[B-]1(F)[N+]2=c3cc(-c4ccc(C(C)C)cc4)oc3=CC2=Cc2n1c1c(c2)oc(-c2ccc(C(C)C)cc2)c1
629.0,F[B-]1(F)[N+]2=c3cc(-c4c(C(C)C)cccc4)oc3=CC2=Cc2n1c1c(c2)oc(-c2ccccc2C(C)C)c1
679.0,F[B-]1(F)[N+]2=c3cc(-c4c(OC)ccc(OC)c4)oc3=CC2=Cc2n1c1c(c2)oc(-c2cc(OC)ccc2OC)c1
612.0,Cc1ccc(C2=C3[N+](=C(/C=C/c4cc5c(n(Cc6cn(CCC[P+](c7ccccc7)(c7ccccc7)c7ccccc7)nn6)c6c5cccc6)cc4)C(Cl)=C3C)[B-](F)(F)n3c2c(C)c(Cl)c3C)cc1
680.0,CC[N+](CC)=C1C=CC(=C/C=C2/C=C(c3c(C(O)=O)cccc3)c3c(c4c5c(c3)CCCN5CCC4)O2)C=C1
666.0,CCN(CC)c1cc2c(cc1)C(c1c(C(O)=O)cccc1)=C/C(=C/C=C1C=CC(=[N+](CC)CC)C=C1)O2
663.0,CCN(CC)c1ccc2c([o+]c3c(c2-c2c(C(O)=O)cccc2)CCC/C3=C\c2ccccc2N(CC)CC)c1
699.0,CCN(CC)c1ccc2c([o+]c3c(c2-c2c(C(O)=O)cccc2)CCC/C3=C\c2ccc(O)cc2N(CC)CC)c1
630.0,CCN(CC)c1ccc2c([o+]c3c(c2-c2c(C(O)=O)cccc2)CCC/C3=C\c2cc3c(cc(N(CC)CC)cc3)oc2=O)c1
652.0,CCN(CC)c1ccc2c([o+]c3c(c2-c2c(C(O)=O)cccc2)CCC/C3=C\C=C\c2cc3c(cc(N(CC)CC)cc3)oc2=O)c1
688.0,CP1(=O)c2cc(N(CC)CC)ccc2C(c2ccccc2)=C2C1=CC(=[N+](CC)CC)C=C2
